#{"t_start": 1734423170.010326, "env_id": "None"}
r,l,t
348.8999,1000,3825.787709
227.75427,1000,3825.787718
346.0388,1000,3825.787728
664.5004,1000,3878.443833
123.01932,1000,3968.937156
813.98676,1000,3972.955389
602.38074,1000,3974.04608
804.7659,1000,3977.397462
46.498207,1000,3979.150414
783.0281,1000,3981.964756
437.62958,1000,3985.844876
616.72095,1000,3987.589868
298.1736,1000,4010.312845
547.0574,1000,4103.849955
470.8764,1000,4111.687334
223.89438,1000,4120.046609
215.96747,1000,4120.601235
653.68207,1000,4148.402209
358.32898,1000,4159.04063
774.11066,1000,4159.595796
502.22546,1000,4166.270283
344.43927,1000,4178.607268
657.19916,1000,4204.8029
378.13004,1000,4209.327521
310.65347,1000,4211.479589
718.1847,1000,4215.986801
332.62,1000,4218.266542
732.77545,1000,4218.266588
323.94452,1000,4247.391989
837.03876,1000,4265.243794
271.23276,1000,4271.349316
231.53406,855,4303.495681
439.9314,1000,4339.03802
409.24683,976,4370.92876
564.2362,1000,4375.309392
485.4511,1000,4375.863688
222.75497,986,4376.536783
631.8841,1000,4385.376392
265.3802,1000,4385.376442
125.80142,1000,4385.376466
323.7239,1000,4385.376479
301.43015,1000,4385.376489
553.8426,1000,4385.376498
312.1366,1000,4385.376508
217.56293,1000,4385.376517
635.3929,1000,4385.376526
554.1108,1000,4385.376535
372.8872,1000,4385.376544
236.30481,1000,4385.376553
340.4717,1000,4385.376561
507.8382,1000,4385.376571
385.50302,1000,4385.37658
745.3624,1000,4385.376589
483.93616,1000,4385.376598
711.3302,1000,4385.376606
333.20782,1000,4385.376615
852.2223,1000,4385.376624
538.4647,1000,4385.376633
736.49915,1000,4385.376642
152.45528,1000,4385.376651
816.39935,1000,4385.37666
526.2974,1000,4385.376669
456.8128,1000,4385.376678
396.79083,1000,4385.376687
279.7419,1000,4385.376696
566.666,1000,4385.376705
273.7323,1000,4385.376714
744.8877,1000,4385.376723
859.4107,1000,4385.376732
369.83725,1000,4385.376741
512.03546,1000,4385.376751
671.3143,1000,4385.37676
413.4186,1000,4385.376768
346.68073,1000,4385.376777
860.94196,1000,4385.376786
525.01166,1000,4385.376795
779.74774,1000,4385.376804
477.0343,1000,4385.376813
341.37827,1000,4385.376822
427.07062,1000,4385.376831
833.79974,1000,4385.37684
186.78758,1000,4385.376849
497.65103,1000,4385.376858
426.94196,1000,4385.376868
